,initial_investment,subsequent_investment,total_net_assets,year_to_date_return,day50_moving_average,day200_moving_average,week52_high_low_change,week52_high_low_change_perc,week52_high,week52_high_change,week52_high_change_perc,week52_low,week52_low_change,week52_low_change_perc,fund_yield,morningstar_overall_rating,morningstar_risk_rating,last_dividend,last_cap_gain,annual_holdings_turnover,fund_annual_report_net_expense_ratio,category_annual_report_net_expense_ratio,fund_prospectus_net_expense_ratio,fund_prospectus_gross_expense_ratio,fund_max_12b1_fee,fund_max_front_end_sales_load,category_max_front_end_sales_load,fund_max_deferred_sales_load,category_max_deferred_sales_load,fund_year3_expense_projection,fund_year5_expense_projection,fund_year10_expense_projection,asset_cash,asset_stocks,asset_bonds,asset_others,asset_preferred,asset_convertible,fund_sector_basic_materials,fund_sector_communication_services,fund_sector_consumer_cyclical,fund_sector_consumer_defensive,fund_sector_energy,fund_sector_financial_services,fund_sector_healthcare,fund_sector_industrials,fund_sector_real_estate,fund_sector_technology,fund_sector_utilities,fund_price_book_ratio,category_price_book_ratio,fund_price_cashflow_ratio,category_price_cashflow_ratio,fund_price_earning_ratio,category_price_earning_ratio,fund_price_sales_ratio,category_price_sales_ratio,fund_median_market_cap,category_median_market_cap,fund_year3_earnings_growth,category_year3_earnings_growth,fund_bond_maturity,category_bond_maturity,fund_bond_duration,category_bond_duration,fund_bonds_us_government,fund_bonds_aaa,fund_bonds_aa,fund_bonds_a,fund_bonds_bbb,fund_bonds_bb,fund_bonds_b,fund_bonds_below_b,fund_bonds_others,top10_holdings_total_assets,morningstar_return_rating,fund_return_ytd,category_return_ytd,fund_return_1month,category_return_1month,fund_return_3months,category_return_3months,fund_return_1year,category_return_1year,fund_return_3years,category_return_3years,fund_return_5years,category_return_5years,fund_return_10years,category_return_10years,fund_return_last_bull_market,category_return_last_bull_market,fund_return_last_bear_market,category_return_last_bear_market,years_up,years_down,fund_return_2020,category_return_2020,fund_return_2019,category_return_2019,fund_return_2018,category_return_2018,fund_return_2017,category_return_2017,fund_return_2016,category_return_2016,fund_return_2015,category_return_2015,fund_return_2014,category_return_2014,fund_return_2013,category_return_2013,fund_return_2012,category_return_2012,fund_return_2011,category_return_2011,fund_return_2010,category_return_2010,fund_return_2009,category_return_2009,fund_return_2008,category_return_2008,fund_return_2007,category_return_2007,fund_return_2006,category_return_2006,fund_return_2005,category_return_2005,fund_return_2004,category_return_2004,fund_return_2003,category_return_2003,fund_return_2002,category_return_2002,fund_return_2001,category_return_2001,fund_return_2000,category_return_2000,quarters_up,quarters_down,fund_return_2021_q3,fund_return_2021_q2,fund_return_2021_q1,fund_return_2020_q4,fund_return_2020_q3,fund_return_2020_q2,fund_return_2020_q1,fund_return_2019_q4,fund_return_2019_q3,fund_return_2019_q2,fund_return_2019_q1,fund_return_2018_q4,fund_return_2018_q3,fund_return_2018_q2,fund_return_2018_q1,fund_return_2017_q4,fund_return_2017_q3,fund_return_2017_q2,fund_return_2017_q1,fund_return_2016_q4,fund_return_2016_q3,fund_return_2016_q2,fund_return_2016_q1,fund_return_2015_q4,fund_return_2015_q3,fund_return_2015_q2,fund_return_2015_q1,fund_return_2014_q4,fund_return_2014_q3,fund_return_2014_q2,fund_return_2014_q1,fund_return_2013_q4,fund_return_2013_q3,fund_return_2013_q2,fund_return_2013_q1,fund_return_2012_q4,fund_return_2012_q3,fund_return_2012_q2,fund_return_2012_q1,fund_return_2011_q4,fund_return_2011_q3,fund_return_2011_q2,fund_return_2011_q1,fund_return_2010_q4,fund_return_2010_q3,fund_return_2010_q2,fund_return_2010_q1,fund_return_2009_q4,fund_return_2009_q3,fund_return_2009_q2,fund_return_2009_q1,fund_return_2008_q4,fund_return_2008_q3,fund_return_2008_q2,fund_return_2008_q1,fund_return_2007_q4,fund_return_2007_q3,fund_return_2007_q2,fund_return_2007_q1,fund_return_2006_q4,fund_return_2006_q3,fund_return_2006_q2,fund_return_2006_q1,fund_return_2005_q4,fund_return_2005_q3,fund_return_2005_q2,fund_return_2005_q1,fund_return_2004_q4,fund_return_2004_q3,fund_return_2004_q2,fund_return_2004_q1,fund_return_2003_q4,fund_return_2003_q3,fund_return_2003_q2,fund_return_2003_q1,fund_return_2002_q4,fund_return_2002_q3,fund_return_2002_q2,fund_return_2002_q1,fund_return_2001_q4,fund_return_2001_q3,fund_return_2001_q2,fund_return_2001_q1,fund_return_2000_q4,fund_return_2000_q3,fund_return_2000_q2,fund_return_2000_q1,fund_alpha_3years,fund_beta_3years,fund_mean_annual_return_3years,fund_r_squared_3years,fund_stdev_3years,fund_sharpe_ratio_3years,fund_treynor_ratio_3years,fund_alpha_5years,fund_beta_5years,fund_mean_annual_return_5years,fund_r_squared_5years,fund_stdev_5years,fund_sharpe_ratio_5years,fund_treynor_ratio_5years,fund_alpha_10years,fund_beta_10years,fund_mean_annual_return_10years,fund_r_squared_10years,fund_stdev_10years,fund_sharpe_ratio_10years,fund_treynor_ratio_10years,fund_return_category_rank_ytd,fund_return_category_rank_1month,fund_return_category_rank_3months,fund_return_category_rank_1year,fund_return_category_rank_3years,fund_return_category_rank_5years,load_adj_return_1year,load_adj_return_3years,load_adj_return_5years,load_adj_return_10years,sustainability_score,sustainability_rank,esg_peer_count,esg_score,peer_esg_min,peer_esg_avg,peer_esg_max,environment_score,peer_environment_min,peer_environment_avg,peer_environment_max,social_score,peer_social_min,peer_social_avg,peer_social_max,governance_score,peer_governance_min,peer_governance_avg,peer_governance_max
fund_return_2008_q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2008_q1,,,,,,,,,,,,,,,,,,,-0.6327627961293424,,,,,,,,-0.6474899273988602,,,,,,,-0.6568683038726131,0.6144018594163575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6410678947748442,-0.6176143168741357,-0.5813673255792458,-0.6274656328516809,-0.6438765853899647,-0.713371672938785,-0.6634018842385712,-0.6457933967703317,-0.6791392432280418,-0.6929295968929378,0.6856374648939227,0.6991521595905286,,,,,-0.6697575356449206,-0.6811229802938625,,,-0.6953655122713327,-0.7068138505093872,,,,,,,-0.7040410567998269,-0.6879046087950295,-0.5820890886788416,-0.5702745174140578,,0.5237411688310478,,,-0.5510216490655264,-0.540775332942322,0.8287053017647499,0.7164682987293564,,,,,,,,,-0.7145942811525808,-0.6540243128781792,0.8190400890011047,0.7359375491273087,0.5562128767346916,0.5828759589930012,,,,,,-0.5333459142343712,,-0.6168233180752022,-0.5552734586496283,-0.6429858896544398,0.5416505119282097,-0.6947318184169373,,,-0.6995402436171507,0.7011034416211666,,,,-0.6320961069139444,-0.5852831260067709,,-0.5991713499682043,,-0.6347203953871386,,,-0.5553282654605121,0.5879009581140743,,,,,,,-0.7200119723642388,-0.6520272101051636,,-0.5988017161719104,,,0.579683555959315,-0.7538487161065134,-0.5271873305298077,0.6971971002296969,,-0.5154141485424635,-0.6496265381723126,-0.642137202501621,0.7050560657597023,,-0.5240970471631867,-0.5495749785411331,-0.5992743205791425,,0.7130968720999157,,,1.0,,,-0.7011917306894089,,-0.6340159194017666,,,-0.5185802234695693,,,,,-0.7476270843858641,0.5116679617777795,,,-0.7123347648544606,,-0.7675366956343943,,-0.5159136437649948,0.7688503951528409,0.7276818300994624,,-0.706548183429612,0.7230723708640073,,0.590528172105823,0.5785944771135413,,,,,,-0.6685962726005985,,-0.5456613105325908,,,,,-0.7402070064516215,,-0.5367479602041146,-0.5571398392563989,,,,-0.6971487897700575,,-0.5367793343568399,,,,,,,,,-0.660252319679704,-0.6215416568136303,-0.7219138030797311,-0.6634345696493887,,,,,,,,,,,,,,,,,,,
fund_return_2007_q4,,,,-0.5255930621119485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5251990245226529,-0.5363609565134527,,,,,-0.5185327402499404,,,,,,,,-0.5271979032524504,-0.5268317222511852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6041318986852137,,,,,,,,,,,,,,,,,,,,-0.5027874288265498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5230170548057397,,,,,-0.5096558751247982,,,,,,,-0.5726813582389276,,-0.5199890031665932,,0.5517041060291522,0.5159522249085322,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2007_q3,,,,,,,,,,,,,,,,,,,0.5036425628842526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8086770139467113,0.6673455734404068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5201941741673981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2007_q2,,,,,,,,,,,,,,,,,,,0.8501305218123147,,,,,,,,0.5671762510740225,,,,,,,0.6044133653723458,-0.583380070070256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5309210889239167,0.5758049943122834,,,0.5006854394138671,0.5965324801248831,,,0.5169535924707603,0.5350389549932785,-0.6862293861682522,-0.6834279479652453,,,,,0.5405504240665034,0.5433382164541086,,-0.5586882288029495,0.681629656415162,0.6951120258947417,,,,,,,0.5662591835998878,0.562031283982957,,,-0.5540693172302905,-0.6535931191627141,,,0.5724242197083906,0.57211472327679,-0.6737129645437869,-0.6676187778298971,0.6639137955305906,0.6194823971533272,,,0.5103793508539263,0.5183656011308986,,,0.6749105119538642,0.617467382219766,-0.6657401948660346,-0.6295604531078905,,-0.5754963521748281,,,,,-0.6892183130992325,,,0.5793979988307086,0.5262292623712252,0.6171983616255252,-0.5323558183383661,0.6972930763653221,,,0.5867067444551805,-0.6386306903747817,,,,0.6271870093468881,0.6414403669530365,,0.6027017018456853,,0.6178508324320838,,,,-0.7234397512056329,,,,,,,0.6091400035790576,0.6573348705594504,,,,0.5106337658883552,-0.7215288636258248,0.6180740765635703,,-0.6812206322081418,,,0.6175392150813301,0.639203979880626,-0.672173881420936,,0.5186720742929228,,0.5431749042401218,,-0.5457784012361014,-0.645553486339927,,-0.7011917306894089,,,1.0,,0.6855369373072244,,,0.5037293761004139,,0.6676780357698294,,,0.6525388038402041,,,,0.7379704871317416,0.5075889381721465,0.6879491410800974,,0.507753442902388,-0.7063448500323195,-0.6030008188411681,,0.6865928328654073,-0.6574513591157708,,,,,,,,,0.5455815825101068,,0.5313011281862731,,,,,0.6233571707788429,,0.526647382993957,,,,,,,0.5374090553239483,,,,,,,,,0.5947575941383924,,0.595756710048737,,,,,,,,,,,,,,,,,,,,
fund_return_2007_q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5030292151694312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2006_q4,,,,,,,,0.5185209834292279,,,,,,,,,,,0.6923720779257061,,,0.5148201119772039,,,,0.5258508183749678,0.6791219897270666,,,,,,,0.7109632266265652,-0.6764827816371666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5338170148246814,,,,0.522987245388457,0.5868698911706611,0.6409017200911709,,,,0.521072610599878,,,0.5881068671379569,0.5983824686385133,-0.7931146126138613,-0.7937003913434326,,,,,0.6141938513286377,0.6111558092310309,-0.646754757086201,-0.7749685148931803,0.6651870211648142,0.6828764887300873,,,,,,,,,0.5891047095252998,0.601148815162642,-0.6318723883231236,-0.7746930494510743,0.6149660835186076,0.6185360402770566,0.6650720993642141,0.7053005751561755,-0.7941314713484416,-0.7939083511105902,,,0.8580988556933583,0.8217643857620078,0.6346910107096495,0.6992622461886754,0.6852892002054706,0.7034731646794712,0.7800148633948442,0.8184126843777849,,,,,,,,,-0.5198461183790495,,,0.6519498639269999,,0.6328207836922701,-0.7081435820205586,0.6694598939164915,,,0.6398693135745264,-0.6105934596597807,,,,0.5765701977519444,0.6228989823853233,,0.5758229347661474,,0.5759782195786719,,,,-0.742681987552396,,,,-0.5278233462964419,,,,0.6088916015038933,,,,0.5925924601032282,-0.6457763117232639,0.6392560943409605,,-0.7849817703390027,,,0.641382906677415,0.8139352143429646,-0.6525296983113718,,0.5682477074416912,0.7232395467090487,0.7960162023453964,,-0.7002916396275551,-0.6441730397913058,,-0.6340159194017666,,,0.6855369373072244,,1.0,,,0.8063761260582942,,0.7329658250540068,,,0.7837334620294113,,,,0.8319022210673177,0.7155927035324857,0.7451719121372056,,,-0.691838089520823,,,0.5730579577216381,-0.5656552123098625,,,,,,,,,0.5200961096787102,,0.633294561690792,,,,,0.5739998045699705,,0.6369971521782911,,,,,,,0.6758225686577569,,,,,,,,,0.6529680017360814,,0.5205818192962716,,,,,,,,,,,,,,,,,,,,
fund_return_2006_q3,,,,,,,,,,,,,,,,,,,-0.9359913673804054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2006_q2,,,,,,,,,,,,,,,,,,,0.9686372322431512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5356147891361634,,-0.5531335293048534,,-0.5224005858923635,,,,,,,,-0.5601872217749951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5873696377983244,,0.6338691765869079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,-0.5695077022773456,0.5347326604476967,,,,,-0.5696094553536134,,,,0.6297761188177401,,-0.7155407241384661,0.6078995540654338,,0.535656644415068,0.6086463229318319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5013798502617043,,,,,,,,,,,,,,,,,,,,
fund_return_2006_q1,,,,,,,,,,,,,,,,,,,,,,0.51588903555656,,,,,0.5934339109563704,,,,,,,0.6309233535228935,-0.602728060972317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5740170720706412,0.6822939033003291,,,,,,,0.5482005322893841,0.5638426116750765,-0.7286481032315506,-0.7234747924508889,,,,,0.5308492638499778,0.5606624005400966,-0.569739981579162,-0.6728163520892398,,0.5257615024374614,,,,,,,,,,,-0.5460419806875778,-0.6502629484389815,0.6608193261085605,0.6889701976571266,0.5371479632679119,0.5988068579618389,-0.6645706780325773,-0.6846202892929211,,,0.7512599347432001,0.6559670380753495,0.5717812778174544,0.5642891690379878,0.6505778913552257,0.6456362459791994,0.7653028475238374,0.7843413389209136,,,,,,,,,,,,0.6499842552082757,,0.6064855196794764,-0.6618070146199466,0.5585476735334504,,,0.5970687443738264,-0.5888144640904981,,,,,,,,,0.5139601960891184,,,,-0.6363644128746226,,,,-0.5935783714609649,,,,0.5825601967518493,,,,,-0.5692982375491678,0.5530130954096997,,-0.724995518501441,,,0.6372308514466059,0.6657167757427235,-0.5168370822935925,,,0.65435133002528,0.6702409382602172,,-0.6493052942650896,,,-0.5185802234695693,,,0.5037293761004139,,0.8063761260582942,,,1.0,,0.6751378182850118,,,0.7533162482135396,,,,0.7775826000191763,0.7525811583229993,0.7037857286141962,,,-0.6502318753752073,,,0.5772302690483373,-0.5163505382779408,,,,,,,,,,,0.6173599353603966,,,,,0.5004920177503638,,0.6214981861986598,,,,,,,0.649975497007417,,,,,,,,,0.6191051782561064,,,,,,,,,,,,,,,,,-0.5118768858282841,,,,,
fund_return_2005_q4,,,,,,,,,,,,,,,,,,,0.8332225871191304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5565875636174132,0.5735115225414793,,,,,,,,,,,,-0.580232235481353,,,,,,-0.500108421504434,,,,,0.5783735104336191,0.5266526154046751,,,,0.5100092110343436,,,,,,,,,,,,,,0.5093296212247436,,0.5136889784067877,,,,,,,,,,,0.5371626655984078,,,,,,,,,,,,,,,,,,,-0.526352510133271,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5395228429922141,,,,,,,,0.56431247550473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2005_q3,,,,,,,,,,,,,,,,,,,0.9797726519177558,,,,,,,,0.5547277196665915,,,,,,,0.5962029793244035,-0.5779162905294748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5361329805539772,,,,,,,,,-0.6751537627279837,-0.6708439691505209,,,,,,0.5010805144532424,-0.5722946120526731,-0.6667442816973622,0.572131922459352,0.633556298871948,,,,,,,,,,,-0.6417035530191222,-0.7423640851656913,,,0.5844920884088783,0.6601301249432525,-0.6663806537959651,-0.6870858299137991,0.5651947512412504,0.5986787348391177,0.5706060077639818,0.5830468348121699,0.877034835315332,0.8095985590477073,0.5353693708651532,0.560077941059952,0.6752149694127006,0.7020075546203296,,,,,,,,,-0.5094346156966155,,,0.5182555886351322,,0.6085322492471644,-0.5696654328177853,0.6412362010870776,,,0.5112489794891936,-0.5221426823304114,,,,,0.5938228225180009,,0.5309181042764239,,0.5058137475949429,,,,-0.7249339530946856,,,,,,,,0.6125908329092256,,,,0.5656926529463517,-0.6941857866941119,0.5149549519239568,,-0.6578832596498789,,,0.554072651644735,0.7005579278672982,-0.5673573766739698,,,0.5282661312479943,0.597746150173924,,-0.5712961425364388,-0.7433535370387532,,,,,0.6676780357698294,,0.7329658250540068,,,0.6751378182850118,0.5395228429922141,1.0,,,0.6271838370977131,,,,0.7106710200140371,0.6619288681154114,0.6082821285781597,,,-0.5754994330349428,,,0.5136865607973964,-0.5306161091893521,,,,,,,,,,,0.5824730778356751,,,,,,,0.5945866024637411,,,,,,,0.6471159259337552,,,,,,,,,0.500420385246609,,,,,,,,,,,,,,,,,,,,,,
fund_return_2005_q2,,,,,,,,,,,,,,,,,,,-0.8156557316950137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6952917305183111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2005_q1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2004_q4,,,,0.6111505885544422,,,,0.6541004912741745,,,,,,0.5189396572995717,,,,,-0.5068831181471521,,,0.5570493688848362,,,,0.611635633973305,0.7957909554501538,,,,,,,0.8092337993264553,-0.785591852508351,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5137170175460815,,,,,,,,,,,,,,0.6108270593040855,0.5875029259775278,,,,0.5242346968448381,0.760764049575355,0.7662473937852142,0.5755742616025644,0.6310309835170231,0.6542340445791358,0.7279697109563202,0.6516566708365473,0.6243417215298321,0.774162763940126,0.7903902041916557,-0.8352081342214521,-0.8501706123768669,,,,,0.7405138411987067,0.7702906920042348,-0.5429387392726152,-0.6706508507414313,0.7459200487985116,0.7654473665390458,,,,,,,0.7008976093167298,0.6953250851737544,0.6825830832609083,0.7524012618928088,-0.5630985603986612,-0.6842052148450469,0.6792157165485749,0.7088326885021098,0.6324077892166324,0.677716790960914,-0.8367571202367343,-0.8548977897011304,,,0.6147482512789941,0.6415979116464525,,0.5207838580502118,0.7569090959620207,0.7419878546276908,0.8691626948434241,0.8592817743276495,-0.6953884944155144,-0.7147209675050672,,-0.5638201687044715,,,,,,0.6127314541827488,,0.7590392976210759,0.5817684298481657,0.7010196219969632,-0.7220051777449962,0.723640242333403,,,0.8015197876723029,-0.7844814190999686,,,,0.6526612883004778,0.6357470537479796,0.5246174960112401,0.6475972094398112,,0.6928698204450807,,,0.5640712112624918,-0.6644966567590523,,,,,,,0.6860364763397379,0.7299097421999992,,0.6149244265079095,,,-0.6620018564998369,0.8186287329030792,0.6204174916246672,-0.8410956918835711,,0.6024506220537102,0.7461735218899218,0.8468788092575071,-0.7701948674800169,0.5202464610246118,0.6121782353226779,0.7856880443937915,0.8025842598605811,-0.5710363768965242,-0.7978458935965325,-0.5296194022298649,,-0.7476270843858641,,,0.6525388038402041,,0.7837334620294113,,-0.5695077022773456,0.7533162482135396,,0.6271838370977131,,,1.0,,,,0.8383414581744791,0.6938470319668861,0.8643215227785931,,0.5367968178031198,-0.8046880097327835,-0.5760978724614553,,0.7561103014279149,-0.7159482854862229,,-0.5458383159561209,,,,,,,0.6815018083871981,,0.7183890511127322,,,,,0.7549477437221397,,0.7150690229439972,0.505203220190248,0.5023469439137254,,,0.7028319792577857,,0.7265125668335713,,,,,,,,,0.7835761477567664,0.6091837794943198,0.7175465845846453,0.6499285772285733,,,,,,,,,,,,,,,,,,,
fund_return_2004_q3,,,,,,,,,,,,,,,,,,,0.9316145409339054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5552271083196784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.6001697257749528,,-0.6121879446918094,-0.5539131564146456,-0.667550905201027,,,,,,,,-0.5608132268103848,,-0.5088390392695824,,,,,,,,,,,-0.5955084099026827,-0.5956195978410074,,,,,,,,,,,,,,,,,,,,,0.7386367929576974,0.6775399351773558,,0.5214630943159146,,,,,,,,,,,,,,,,,-0.5517668012941782,,,,,,,,,,0.5024365531756868,,,,,,,,,-0.5319255215234675,,-0.592626795075384,,,,,,,,,,,,,,,,,,,,,0.5116679617777795,,,,,,,0.5347326604476967,,,,,,,1.0,-0.5266372520869084,,,,,,,0.5194907782601214,0.6383627169376798,,-0.5787851451221032,0.5472709338084798,,0.5426049589853397,0.5102894220750904,,,,,,,,,,,,,-0.520167176915402,,,,,,,-0.5132135658538258,,,,,,,,,,,,,-0.5541155471486481,-0.5443952898436664,,,,,,,,,,,,,,,,,,,
fund_return_2004_q2,,,,,,,,,,,,,,,,,,,-0.9840913725704951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5354842589357994,0.5429777909876817,,,,,,,,,,,,,,,,,,,,,-0.5170578201029138,-0.5061998575682597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5968607284975904,0.5178920463192075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5266372520869084,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fund_return_2004_q1,,,,,,,,,,,,,,,,,,,-0.8677099043008986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7599118458552201,0.5944884763145627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
